document,text,keyword,event_trigger,temporal_status,measurability,event_factuality,kw_is_nsubj,kw_is_dobj,kw_is_pobj,category,text_kw_et,text_kw,relation_time_specification,relation_unit
43.txt,"The Group's overall strategy is aimed at reducing its environmental footprint and to achieve this, the Group is committed to reducing its emissions by 20% compared to 2006.  ",134-147 [its emissions],125-133 [reducing],future,5.0,0_low,False,True,False,intention,"The Group's overall strategy is aimed at reducing its environmental footprint and to achieve this, the Group is committed to reducing its emissions by 20% compared to 2006. (keyword: ""its emissions"", event trigger: ""reducing"")","The Group's overall strategy is aimed at reducing its environmental footprint and to achieve this, the Group is committed to reducing its emissions by 20% compared to 2006. (keyword: ""its emissions"")",167-171 [2006],151-154 [20%]
43.txt,"The Group's overall strategy is aimed at reducing its environmental footprint and to achieve this, the Group is committed to reducing its emissions by 20% compared to 2006.  ",50-77 [its environmental footprint],41-49 [reducing],future,2.0,0_low,False,True,False,intention,"The Group's overall strategy is aimed at reducing its environmental footprint and to achieve this, the Group is committed to reducing its emissions by 20% compared to 2006. (keyword: ""its environmental footprint"", event trigger: ""reducing"")","The Group's overall strategy is aimed at reducing its environmental footprint and to achieve this, the Group is committed to reducing its emissions by 20% compared to 2006. (keyword: ""its environmental footprint"")",,
44.txt,Sustainability has been a hot topic within financial communications for some time now.,0-14 [Sustainability],15-23 [has been],past,1.0,_,True,False,False,situation,"Sustainability has been a hot topic within financial communications for some time now. (keyword: ""Sustainability"", event trigger: ""has been"")","Sustainability has been a hot topic within financial communications for some time now. (keyword: ""Sustainability"")",,
45.txt,"For temporary and outsourced staff, we remain fully committed to the principles of welfare, employment rights and nondiscrimination.",83-90 [welfare],52-61 [committed],ongoing,1.0,3_max,False,False,True,belief,"For temporary and outsourced staff, we remain fully committed to the principles of welfare, employment rights and nondiscrimination. (keyword: ""welfare"", event trigger: ""committed"")","For temporary and outsourced staff, we remain fully committed to the principles of welfare, employment rights and nondiscrimination. (keyword: ""welfare"")",,
45.txt,"For temporary and outsourced staff, we remain fully committed to the principles of welfare, employment rights and nondiscrimination.",92-109 [employment rights],52-61 [committed],ongoing,1.0,3_max,False,False,False,belief,"For temporary and outsourced staff, we remain fully committed to the principles of welfare, employment rights and nondiscrimination. (keyword: ""employment rights"", event trigger: ""committed"")","For temporary and outsourced staff, we remain fully committed to the principles of welfare, employment rights and nondiscrimination. (keyword: ""employment rights"")",,
46.txt,"This was a difficult decision, but was necessary to ensure the long-term sustainability of the business.  ",63-87 [long-term sustainability],52-58 [ensure],future,1.0,0_low,False,True,False,intention,"This was a difficult decision, but was necessary to ensure the long-term sustainability of the business. (keyword: ""long-term sustainability"", event trigger: ""ensure"")","This was a difficult decision, but was necessary to ensure the long-term sustainability of the business. (keyword: ""long-term sustainability"")",,
47.txt,"The Energy Industries Division enables safe, smart, and sustainable projects and operations for businesses across the oil and gas, chemicals, life sciences, power generation and water sectors.",114-129 [the oil and gas],31-38 [enables],ongoing,1.0,3_max,False,False,False,situation,"The Energy Industries Division enables safe, smart, and sustainable projects and operations for businesses across the oil and gas, chemicals, life sciences, power generation and water sectors. (keyword: ""the oil and gas"", event trigger: ""enables"")","The Energy Industries Division enables safe, smart, and sustainable projects and operations for businesses across the oil and gas, chemicals, life sciences, power generation and water sectors. (keyword: ""the oil and gas"")",,
47.txt,"The Energy Industries Division enables safe, smart, and sustainable projects and operations for businesses across the oil and gas, chemicals, life sciences, power generation and water sectors.",131-140 [chemicals],31-38 [enables],ongoing,1.0,3_max,False,False,True,situation,"The Energy Industries Division enables safe, smart, and sustainable projects and operations for businesses across the oil and gas, chemicals, life sciences, power generation and water sectors. (keyword: ""chemicals"", event trigger: ""enables"")","The Energy Industries Division enables safe, smart, and sustainable projects and operations for businesses across the oil and gas, chemicals, life sciences, power generation and water sectors. (keyword: ""chemicals"")",,
47.txt,"The Energy Industries Division enables safe, smart, and sustainable projects and operations for businesses across the oil and gas, chemicals, life sciences, power generation and water sectors.",157-191 [power generation and water sectors],31-38 [enables],ongoing,1.0,3_max,False,False,False,situation,"The Energy Industries Division enables safe, smart, and sustainable projects and operations for businesses across the oil and gas, chemicals, life sciences, power generation and water sectors. (keyword: ""power generation and water sectors"", event trigger: ""enables"")","The Energy Industries Division enables safe, smart, and sustainable projects and operations for businesses across the oil and gas, chemicals, life sciences, power generation and water sectors. (keyword: ""power generation and water sectors"")",,
49.txt,"As part of the IED framework, additional emission limit values are informed by sector specific and cross-sector Best Available Technology (BAT) Conclusions.",30-49 [additional emission],67-78 [informed by],ongoing,1.0,3_max,False,False,False,situation,"As part of the IED framework, additional emission limit values are informed by sector specific and cross-sector Best Available Technology (BAT) Conclusions. (keyword: ""additional emission"", event trigger: ""informed by"")","As part of the IED framework, additional emission limit values are informed by sector specific and cross-sector Best Available Technology (BAT) Conclusions. (keyword: ""additional emission"")",,
5.txt,"More fully model our balance sheet, incorporating consideration of liabilities (and perhaps capital position) alongside our asset portfolios in each climate scenario.",144-165 [each climate scenario],36-49 [incorporating],ongoing,1.0,3_max,False,False,True,action,"More fully model our balance sheet, incorporating consideration of liabilities (and perhaps capital position) alongside our asset portfolios in each climate scenario. (keyword: ""each climate scenario"", event trigger: ""incorporating"")","More fully model our balance sheet, incorporating consideration of liabilities (and perhaps capital position) alongside our asset portfolios in each climate scenario. (keyword: ""each climate scenario"")",,
50.txt,"In March 2020 we decided to prioritise two areas for action: climate change, and diversity and inclusion, and to hold ourselves accountable with specific commitments in these areas.",61-75 [climate change],28-38 [prioritise],ongoing,1.0,3_max,False,False,False,action,"In March 2020 we decided to prioritise two areas for action: climate change, and diversity and inclusion, and to hold ourselves accountable with specific commitments in these areas. (keyword: ""climate change"", event trigger: ""prioritise"")","In March 2020 we decided to prioritise two areas for action: climate change, and diversity and inclusion, and to hold ourselves accountable with specific commitments in these areas. (keyword: ""climate change"")",,
51.txt,"Where appropriate, the risk mitigation measures and interventions were escalated to site management and captured on the local risk register.",19-47 [the risk mitigation measures],71-80 [escalated],past,2.0,3_max,False,False,False,action,"Where appropriate, the risk mitigation measures and interventions were escalated to site management and captured on the local risk register. (keyword: ""the risk mitigation measures"", event trigger: ""escalated"")","Where appropriate, the risk mitigation measures and interventions were escalated to site management and captured on the local risk register. (keyword: ""the risk mitigation measures"")",,
53.txt,"The primary areas of focus for the UKGC were responsible gambling and prevention of underage gambling, consumer protection, and anti-money laundering.",103-122 [consumer protection],40-44 [were],past,1.0,_,False,False,False,situation,"The primary areas of focus for the UKGC were responsible gambling and prevention of underage gambling, consumer protection, and anti-money laundering. (keyword: ""consumer protection"", event trigger: ""were"")","The primary areas of focus for the UKGC were responsible gambling and prevention of underage gambling, consumer protection, and anti-money laundering. (keyword: ""consumer protection"")",,
53.txt,"The primary areas of focus for the UKGC were responsible gambling and prevention of underage gambling, consumer protection, and anti-money laundering.",45-65 [responsible gambling],40-44 [were],past,1.0,_,False,False,True,situation,"The primary areas of focus for the UKGC were responsible gambling and prevention of underage gambling, consumer protection, and anti-money laundering. (keyword: ""responsible gambling"", event trigger: ""were"")","The primary areas of focus for the UKGC were responsible gambling and prevention of underage gambling, consumer protection, and anti-money laundering. (keyword: ""responsible gambling"")",,
53.txt,"The primary areas of focus for the UKGC were responsible gambling and prevention of underage gambling, consumer protection, and anti-money laundering.",84-101 [underage gambling],70-80 [prevention],past,2.0,_,False,False,True,action,"The primary areas of focus for the UKGC were responsible gambling and prevention of underage gambling, consumer protection, and anti-money laundering. (keyword: ""underage gambling"", event trigger: ""prevention"")","The primary areas of focus for the UKGC were responsible gambling and prevention of underage gambling, consumer protection, and anti-money laundering. (keyword: ""underage gambling"")",,
56.txt,We aim to increase the proportion of our staff that have been through the train-the-trainer programme.  ,74-91 [train-the-trainer],10-18 [increase],future,2.0,0_low,False,False,False,intention,"We aim to increase the proportion of our staff that have been through the train-the-trainer programme. (keyword: ""train-the-trainer"", event trigger: ""increase"")","We aim to increase the proportion of our staff that have been through the train-the-trainer programme. (keyword: ""train-the-trainer"")",,
57.txt,"We drive accessibility of medicines for diverse, equitable and inclusive patient groups through company policy and programming, including core pricing principles and access programmes.",166-183 [access programmes],3-8 [drive],ongoing,2.0,3_max,False,False,False,action,"We drive accessibility of medicines for diverse, equitable and inclusive patient groups through company policy and programming, including core pricing principles and access programmes. (keyword: ""access programmes"", event trigger: ""drive"")","We drive accessibility of medicines for diverse, equitable and inclusive patient groups through company policy and programming, including core pricing principles and access programmes. (keyword: ""access programmes"")",,
57.txt,"We drive accessibility of medicines for diverse, equitable and inclusive patient groups through company policy and programming, including core pricing principles and access programmes.",40-47 [diverse],3-8 [drive],ongoing,2.0,3_max,False,False,False,action,"We drive accessibility of medicines for diverse, equitable and inclusive patient groups through company policy and programming, including core pricing principles and access programmes. (keyword: ""diverse"", event trigger: ""drive"")","We drive accessibility of medicines for diverse, equitable and inclusive patient groups through company policy and programming, including core pricing principles and access programmes. (keyword: ""diverse"")",,
57.txt,"We drive accessibility of medicines for diverse, equitable and inclusive patient groups through company policy and programming, including core pricing principles and access programmes.",49-87 [equitable and inclusive patient groups],3-8 [drive],ongoing,2.0,3_max,False,False,True,action,"We drive accessibility of medicines for diverse, equitable and inclusive patient groups through company policy and programming, including core pricing principles and access programmes. (keyword: ""equitable and inclusive patient groups"", event trigger: ""drive"")","We drive accessibility of medicines for diverse, equitable and inclusive patient groups through company policy and programming, including core pricing principles and access programmes. (keyword: ""equitable and inclusive patient groups"")",,
57.txt,"We drive accessibility of medicines for diverse, equitable and inclusive patient groups through company policy and programming, including core pricing principles and access programmes.",96-110 [company policy],3-8 [drive],ongoing,2.0,3_max,False,False,True,action,"We drive accessibility of medicines for diverse, equitable and inclusive patient groups through company policy and programming, including core pricing principles and access programmes. (keyword: ""company policy"", event trigger: ""drive"")","We drive accessibility of medicines for diverse, equitable and inclusive patient groups through company policy and programming, including core pricing principles and access programmes. (keyword: ""company policy"")",,
58.txt,"Appointments and succession plans are both based on merit and assessed against objective criteria with the promotion of diversity, equity and inclusion as central considerations.",120-129 [diversity],107-116 [promotion],ongoing,2.0,_,False,False,True,intention,"Appointments and succession plans are both based on merit and assessed against objective criteria with the promotion of diversity, equity and inclusion as central considerations. (keyword: ""diversity"", event trigger: ""promotion"")","Appointments and succession plans are both based on merit and assessed against objective criteria with the promotion of diversity, equity and inclusion as central considerations. (keyword: ""diversity"")",,
59.txt,"The report covers our performance on the key social and environmental issues that contribute to the Group's economic, environmental and social sustainability.  ",37-76 [the key social and environmental issues],11-17 [covers],ongoing,2.0,3_max,False,False,True,situation,"The report covers our performance on the key social and environmental issues that contribute to the Group's economic, environmental and social sustainability. (keyword: ""the key social and environmental issues"", event trigger: ""covers"")","The report covers our performance on the key social and environmental issues that contribute to the Group's economic, environmental and social sustainability. (keyword: ""the key social and environmental issues"")",,
59.txt,"The report covers our performance on the key social and environmental issues that contribute to the Group's economic, environmental and social sustainability.  ","100-157 [Group's economic, environmental and social sustainability]",82-92 [contribute],ongoing,1.0,3_max,False,False,True,situation,"The report covers our performance on the key social and environmental issues that contribute to the Group's economic, environmental and social sustainability. (keyword: ""Group's economic, environmental and social sustainability"", event trigger: ""contribute"")","The report covers our performance on the key social and environmental issues that contribute to the Group's economic, environmental and social sustainability. (keyword: ""Group's economic, environmental and social sustainability"")",,
60.txt,"In the interest of fairness, Company has not set a minimum earnings threshold for this population and allows all of the retail population to participate.",116-137 [the retail population],102-108 [allows],ongoing,2.0,3_max,False,False,True,action,"In the interest of fairness, Company has not set a minimum earnings threshold for this population and allows all of the retail population to participate. (keyword: ""the retail population"", event trigger: ""allows"")","In the interest of fairness, Company has not set a minimum earnings threshold for this population and allows all of the retail population to participate. (keyword: ""the retail population"")",,
60.txt,"In the interest of fairness, Company has not set a minimum earnings threshold for this population and allows all of the retail population to participate.",82-97 [this population],37-48 [has not set],past,2.0,-1_negative,False,False,True,action,"In the interest of fairness, Company has not set a minimum earnings threshold for this population and allows all of the retail population to participate. (keyword: ""this population"", event trigger: ""has not set"")","In the interest of fairness, Company has not set a minimum earnings threshold for this population and allows all of the retail population to participate. (keyword: ""this population"")",,
60.txt,"In the interest of fairness, Company has not set a minimum earnings threshold for this population and allows all of the retail population to participate.",19-27 [fairness],7-15 [interest],ongoing,1.0,_,False,False,True,belief,"In the interest of fairness, Company has not set a minimum earnings threshold for this population and allows all of the retail population to participate. (keyword: ""fairness"", event trigger: ""interest"")","In the interest of fairness, Company has not set a minimum earnings threshold for this population and allows all of the retail population to participate. (keyword: ""fairness"")",,
62.txt,"But the company was recently honored for its corporate social responsibility efforts, winning the 2013 Corporate Responsibility Award for its “relentless commitment to excellence in delivering social and environmental value.”  ",168-178 [excellence],182-192 [delivering],past,1.0,2_high,False,False,True,action,"But the company was recently honored for its corporate social responsibility efforts, winning the 2013 Corporate Responsibility Award for its “relentless commitment to excellence in delivering social and environmental value.” (keyword: ""excellence"", event trigger: ""delivering"")","But the company was recently honored for its corporate social responsibility efforts, winning the 2013 Corporate Responsibility Award for its “relentless commitment to excellence in delivering social and environmental value.” (keyword: ""excellence"")",,
62.txt,"But the company was recently honored for its corporate social responsibility efforts, winning the 2013 Corporate Responsibility Award for its “relentless commitment to excellence in delivering social and environmental value.”  ",193-223 [social and environmental value],182-192 [delivering],past,1.0,2_high,False,True,False,action,"But the company was recently honored for its corporate social responsibility efforts, winning the 2013 Corporate Responsibility Award for its “relentless commitment to excellence in delivering social and environmental value.” (keyword: ""social and environmental value"", event trigger: ""delivering"")","But the company was recently honored for its corporate social responsibility efforts, winning the 2013 Corporate Responsibility Award for its “relentless commitment to excellence in delivering social and environmental value.” (keyword: ""social and environmental value"")",,
62.txt,"But the company was recently honored for its corporate social responsibility efforts, winning the 2013 Corporate Responsibility Award for its “relentless commitment to excellence in delivering social and environmental value.”  ",41-84 [its corporate social responsibility efforts],29-36 [honored],past,2.0,3_max,False,False,True,situation,"But the company was recently honored for its corporate social responsibility efforts, winning the 2013 Corporate Responsibility Award for its “relentless commitment to excellence in delivering social and environmental value.” (keyword: ""its corporate social responsibility efforts"", event trigger: ""honored"")","But the company was recently honored for its corporate social responsibility efforts, winning the 2013 Corporate Responsibility Award for its “relentless commitment to excellence in delivering social and environmental value.” (keyword: ""its corporate social responsibility efforts"")",,
65.txt,The Board's commitment to the sustainable development of the Group is underpinned by strategic and operational risk management.  ,26-53 [the sustainable development],70-81 [underpinned],ongoing,1.0,3_max,False,False,True,belief,"The Board's commitment to the sustainable development of the Group is underpinned by strategic and operational risk management. (keyword: ""the sustainable development"", event trigger: ""underpinned"")","The Board's commitment to the sustainable development of the Group is underpinned by strategic and operational risk management. (keyword: ""the sustainable development"")",,
66.txt,"The Company takes all reasonable steps to ensure that the Company, its subsidiaries and its business operations do not cause damage to the environment.  ",135-150 [the environment],112-124 [do not cause],ongoing,2.0,-1_negative,False,False,True,intention,"The Company takes all reasonable steps to ensure that the Company, its subsidiaries and its business operations do not cause damage to the environment. (keyword: ""the environment"", event trigger: ""do not cause"")","The Company takes all reasonable steps to ensure that the Company, its subsidiaries and its business operations do not cause damage to the environment. (keyword: ""the environment"")",,
66.txt,"The Company takes all reasonable steps to ensure that the Company, its subsidiaries and its business operations do not cause damage to the environment.  ",88-111 [its business operations],112-124 [do not cause],ongoing,2.0,-1_negative,False,False,False,intention,"The Company takes all reasonable steps to ensure that the Company, its subsidiaries and its business operations do not cause damage to the environment. (keyword: ""its business operations"", event trigger: ""do not cause"")","The Company takes all reasonable steps to ensure that the Company, its subsidiaries and its business operations do not cause damage to the environment. (keyword: ""its business operations"")",,
67.txt,"Group environmental impacts: With over 83,000 employees in more than 100 countries, the Group’s operations impact on the environment, particularly as a result of travel, energy consumption and waste.",117-132 [the environment],107-113 [impact],ongoing,1.0,3_max,False,False,True,situation,"Group environmental impacts: With over 83,000 employees in more than 100 countries, the Group’s operations impact on the environment, particularly as a result of travel, energy consumption and waste. (keyword: ""the environment"", event trigger: ""impact"")","Group environmental impacts: With over 83,000 employees in more than 100 countries, the Group’s operations impact on the environment, particularly as a result of travel, energy consumption and waste. (keyword: ""the environment"")",,
67.txt,"Group environmental impacts: With over 83,000 employees in more than 100 countries, the Group’s operations impact on the environment, particularly as a result of travel, energy consumption and waste.",193-198 [waste],107-113 [impact],ongoing,1.0,3_max,False,False,False,situation,"Group environmental impacts: With over 83,000 employees in more than 100 countries, the Group’s operations impact on the environment, particularly as a result of travel, energy consumption and waste. (keyword: ""waste"", event trigger: ""impact"")","Group environmental impacts: With over 83,000 employees in more than 100 countries, the Group’s operations impact on the environment, particularly as a result of travel, energy consumption and waste. (keyword: ""waste"")",,
71.txt,The Company is committed to respecting the environment and is working to reduce its impact on the environment.  ,39-54 [the environment],28-38 [respecting],ongoing,1.0,0_low,False,False,True,belief,"The Company is committed to respecting the environment and is working to reduce its impact on the environment. (keyword: ""the environment"", event trigger: ""respecting"")","The Company is committed to respecting the environment and is working to reduce its impact on the environment. (keyword: ""the environment"")",,
71.txt,The Company is committed to respecting the environment and is working to reduce its impact on the environment.  ,94-109 [the environment],73-79 [reduce],ongoing,1.0,0_low,False,False,True,intention,"The Company is committed to respecting the environment and is working to reduce its impact on the environment. (keyword: ""the environment"", event trigger: ""reduce"")","The Company is committed to respecting the environment and is working to reduce its impact on the environment. (keyword: ""the environment"")",,
73.txt,"Renewable energy, gas-fired power plants, energy storage, our hydrogen business and energy trading are distributed among the first four segments.",0-16 [Renewable energy],103-114 [distributed],ongoing,1.0,3_max,False,False,False,situation,"Renewable energy, gas-fired power plants, energy storage, our hydrogen business and energy trading are distributed among the first four segments. (keyword: ""Renewable energy"", event trigger: ""distributed"")","Renewable energy, gas-fired power plants, energy storage, our hydrogen business and energy trading are distributed among the first four segments. (keyword: ""Renewable energy"")",,
73.txt,"Renewable energy, gas-fired power plants, energy storage, our hydrogen business and energy trading are distributed among the first four segments.",18-40 [gas-fired power plants],103-114 [distributed],ongoing,1.0,3_max,False,False,False,situation,"Renewable energy, gas-fired power plants, energy storage, our hydrogen business and energy trading are distributed among the first four segments. (keyword: ""gas-fired power plants"", event trigger: ""distributed"")","Renewable energy, gas-fired power plants, energy storage, our hydrogen business and energy trading are distributed among the first four segments. (keyword: ""gas-fired power plants"")",,
73.txt,"Renewable energy, gas-fired power plants, energy storage, our hydrogen business and energy trading are distributed among the first four segments.",42-56 [energy storage],103-114 [distributed],ongoing,1.0,3_max,False,False,False,situation,"Renewable energy, gas-fired power plants, energy storage, our hydrogen business and energy trading are distributed among the first four segments. (keyword: ""energy storage"", event trigger: ""distributed"")","Renewable energy, gas-fired power plants, energy storage, our hydrogen business and energy trading are distributed among the first four segments. (keyword: ""energy storage"")",,
73.txt,"Renewable energy, gas-fired power plants, energy storage, our hydrogen business and energy trading are distributed among the first four segments.",58-98 [our hydrogen business and energy trading],103-114 [distributed],ongoing,1.0,3_max,False,False,False,situation,"Renewable energy, gas-fired power plants, energy storage, our hydrogen business and energy trading are distributed among the first four segments. (keyword: ""our hydrogen business and energy trading"", event trigger: ""distributed"")","Renewable energy, gas-fired power plants, energy storage, our hydrogen business and energy trading are distributed among the first four segments. (keyword: ""our hydrogen business and energy trading"")",,
74.txt,The Group strives to maintain good relations with its suppliers and to be aware of their environmental and social performance.  ,83-125 [their environmental and social performance],68-79 [to be aware],ongoing,1.0,_,False,False,True,intention,"The Group strives to maintain good relations with its suppliers and to be aware of their environmental and social performance. (keyword: ""their environmental and social performance"", event trigger: ""to be aware"")","The Group strives to maintain good relations with its suppliers and to be aware of their environmental and social performance. (keyword: ""their environmental and social performance"")",,
75.txt,"In the UK, we launched a Women and Allies Network which provides a safe environment for all colleagues to be part of the conversation.",23-49 [a Women and Allies Network],14-22 [launched],past,2.0,3_max,False,True,False,action,"In the UK, we launched a Women and Allies Network which provides a safe environment for all colleagues to be part of the conversation. (keyword: ""a Women and Allies Network"", event trigger: ""launched"")","In the UK, we launched a Women and Allies Network which provides a safe environment for all colleagues to be part of the conversation. (keyword: ""a Women and Allies Network"")",,
76.txt,Ethical and values-based behavior are not only a means to an end but are also the end in themselves.  ,0-33 [Ethical and values-based behavior],34-37 [are],ongoing,1.0,_,True,False,False,belief,"Ethical and values-based behavior are not only a means to an end but are also the end in themselves. (keyword: ""Ethical and values-based behavior"", event trigger: ""are"")","Ethical and values-based behavior are not only a means to an end but are also the end in themselves. (keyword: ""Ethical and values-based behavior"")",,
79.txt,Our family roots are special to our company and foster a strong sense of belonging.,0-16 [Our family roots],17-20 [are],ongoing,1.0,_,True,False,False,belief,"Our family roots are special to our company and foster a strong sense of belonging. (keyword: ""Our family roots"", event trigger: ""are"")","Our family roots are special to our company and foster a strong sense of belonging. (keyword: ""Our family roots"")",,
8.txt,"Another example that relates to the development of the hydrogen economy is the planned Brunsbüttel LNG terminal near Hamburg, which the firm Supply & Trading is helping to realise.",79-111 [planned Brunsbüttel LNG terminal],21-31 [relates to],ongoing,1.0,_,False,False,False,situation,"Another example that relates to the development of the hydrogen economy is the planned Brunsbüttel LNG terminal near Hamburg, which the firm Supply & Trading is helping to realise. (keyword: ""planned Brunsbüttel LNG terminal"", event trigger: ""relates to"")","Another example that relates to the development of the hydrogen economy is the planned Brunsbüttel LNG terminal near Hamburg, which the firm Supply & Trading is helping to realise. (keyword: ""planned Brunsbüttel LNG terminal"")",,
8.txt,"Another example that relates to the development of the hydrogen economy is the planned Brunsbüttel LNG terminal near Hamburg, which the firm Supply & Trading is helping to realise.",51-71 [the hydrogen economy],36-47 [development],future,1.0,2_high,False,False,True,intention,"Another example that relates to the development of the hydrogen economy is the planned Brunsbüttel LNG terminal near Hamburg, which the firm Supply & Trading is helping to realise. (keyword: ""the hydrogen economy"", event trigger: ""development"")","Another example that relates to the development of the hydrogen economy is the planned Brunsbüttel LNG terminal near Hamburg, which the firm Supply & Trading is helping to realise. (keyword: ""the hydrogen economy"")",,
80.txt,"The Group's Board of Directors and management team believe that the Group's shareholders, employees, customers, suppliers, local communities and other stakeholders are best served by the Group's continued independence.  ",101-110 [customers],164-179 [are best served],ongoing,1.0,1_medium,False,False,False,belief,"The Group's Board of Directors and management team believe that the Group's shareholders, employees, customers, suppliers, local communities and other stakeholders are best served by the Group's continued independence. (keyword: ""customers"", event trigger: ""are best served"")","The Group's Board of Directors and management team believe that the Group's shareholders, employees, customers, suppliers, local communities and other stakeholders are best served by the Group's continued independence. (keyword: ""customers"")",,
80.txt,"The Group's Board of Directors and management team believe that the Group's shareholders, employees, customers, suppliers, local communities and other stakeholders are best served by the Group's continued independence.  ",112-121 [suppliers],164-179 [are best served],ongoing,1.0,1_medium,False,False,False,belief,"The Group's Board of Directors and management team believe that the Group's shareholders, employees, customers, suppliers, local communities and other stakeholders are best served by the Group's continued independence. (keyword: ""suppliers"", event trigger: ""are best served"")","The Group's Board of Directors and management team believe that the Group's shareholders, employees, customers, suppliers, local communities and other stakeholders are best served by the Group's continued independence. (keyword: ""suppliers"")",,
80.txt,"The Group's Board of Directors and management team believe that the Group's shareholders, employees, customers, suppliers, local communities and other stakeholders are best served by the Group's continued independence.  ",90-99 [employees],164-179 [are best served],ongoing,1.0,1_medium,False,False,False,belief,"The Group's Board of Directors and management team believe that the Group's shareholders, employees, customers, suppliers, local communities and other stakeholders are best served by the Group's continued independence. (keyword: ""employees"", event trigger: ""are best served"")","The Group's Board of Directors and management team believe that the Group's shareholders, employees, customers, suppliers, local communities and other stakeholders are best served by the Group's continued independence. (keyword: ""employees"")",,
81.txt,"In the disorderly 2°C scenario, downside impacts to asset values are initially mild but then become greater after 2030, as greater investment is needed to adapt to climate change.",164-178 [climate change],155-160 [adapt],future,2.0,0_low,False,False,True,belief,"In the disorderly 2°C scenario, downside impacts to asset values are initially mild but then become greater after 2030, as greater investment is needed to adapt to climate change. (keyword: ""climate change"", event trigger: ""adapt"")","In the disorderly 2°C scenario, downside impacts to asset values are initially mild but then become greater after 2030, as greater investment is needed to adapt to climate change. (keyword: ""climate change"")",,
82.txt,Climate impact on our investment portfolio We have conducted detailed work with analytics providers on scenario analysis to evaluate how various climate scenarios could affect the future value of our AUMA.,133-162 [how various climate scenarios],124-132 [evaluate],past,2.0,3_max,True,False,False,action,"Climate impact on our investment portfolio We have conducted detailed work with analytics providers on scenario analysis to evaluate how various climate scenarios could affect the future value of our AUMA. (keyword: ""how various climate scenarios"", event trigger: ""evaluate"")","Climate impact on our investment portfolio We have conducted detailed work with analytics providers on scenario analysis to evaluate how various climate scenarios could affect the future value of our AUMA. (keyword: ""how various climate scenarios"")",,
83.txt,"For more information, see People from page Contribution to society Our sustainability performance indicators measure the progress of our environmental, social and governance practices.",133-150 [our environmental],109-116 [measure],ongoing,2.0,3_max,False,False,False,situation,"For more information, see People from page Contribution to society Our sustainability performance indicators measure the progress of our environmental, social and governance practices. (keyword: ""our environmental"", event trigger: ""measure"")","For more information, see People from page Contribution to society Our sustainability performance indicators measure the progress of our environmental, social and governance practices. (keyword: ""our environmental"")",,
83.txt,"For more information, see People from page Contribution to society Our sustainability performance indicators measure the progress of our environmental, social and governance practices.",152-183 [social and governance practices],109-116 [measure],ongoing,2.0,3_max,False,False,True,situation,"For more information, see People from page Contribution to society Our sustainability performance indicators measure the progress of our environmental, social and governance practices. (keyword: ""social and governance practices"", event trigger: ""measure"")","For more information, see People from page Contribution to society Our sustainability performance indicators measure the progress of our environmental, social and governance practices. (keyword: ""social and governance practices"")",,
83.txt,"For more information, see People from page Contribution to society Our sustainability performance indicators measure the progress of our environmental, social and governance practices.",67-108 [Our sustainability performance indicators],109-116 [measure],ongoing,2.0,3_max,False,False,True,situation,"For more information, see People from page Contribution to society Our sustainability performance indicators measure the progress of our environmental, social and governance practices. (keyword: ""Our sustainability performance indicators"", event trigger: ""measure"")","For more information, see People from page Contribution to society Our sustainability performance indicators measure the progress of our environmental, social and governance practices. (keyword: ""Our sustainability performance indicators"")",,
85.txt,Our success is based on a culture of professionalism and mutual respect.,24-33 [a culture],12-20 [is based],ongoing,1.0,_,False,False,True,belief,"Our success is based on a culture of professionalism and mutual respect. (keyword: ""a culture"", event trigger: ""is based"")","Our success is based on a culture of professionalism and mutual respect. (keyword: ""a culture"")",,
87.txt,The Company is committed to improving the health and safety of its employees and to protecting the environment.  ,38-48 [the health],28-37 [improving],ongoing,1.0,1_medium,False,True,False,intention,"The Company is committed to improving the health and safety of its employees and to protecting the environment. (keyword: ""the health"", event trigger: ""improving"")","The Company is committed to improving the health and safety of its employees and to protecting the environment. (keyword: ""the health"")",,
87.txt,The Company is committed to improving the health and safety of its employees and to protecting the environment.  ,63-76 [its employees],28-37 [improving],ongoing,1.0,1_medium,False,False,True,intention,"The Company is committed to improving the health and safety of its employees and to protecting the environment. (keyword: ""its employees"", event trigger: ""improving"")","The Company is committed to improving the health and safety of its employees and to protecting the environment. (keyword: ""its employees"")",,
87.txt,The Company is committed to improving the health and safety of its employees and to protecting the environment.  ,99-110 [environment],84-94 [protecting],ongoing,1.0,0_low,False,True,False,intention,"The Company is committed to improving the health and safety of its employees and to protecting the environment. (keyword: ""environment"", event trigger: ""protecting"")","The Company is committed to improving the health and safety of its employees and to protecting the environment. (keyword: ""environment"")",,
89.txt,e Natural gas liquids for Russia are included in crude oil.,0-21 [e Natural gas liquids],37-48 [included in],ongoing,1.0,3_max,False,False,False,situation,"e Natural gas liquids for Russia are included in crude oil. (keyword: ""e Natural gas liquids"", event trigger: ""included in"")","e Natural gas liquids for Russia are included in crude oil. (keyword: ""e Natural gas liquids"")",,
89.txt,e Natural gas liquids for Russia are included in crude oil.,49-58 [crude oil],37-48 [included in],ongoing,1.0,3_max,False,False,True,situation,"e Natural gas liquids for Russia are included in crude oil. (keyword: ""crude oil"", event trigger: ""included in"")","e Natural gas liquids for Russia are included in crude oil. (keyword: ""crude oil"")",,
